sa428,IFI35_rna,s588,STAT1/STAT2/IRF9_complex_nucleus
sa429,IFIT2_rna,s589,STAT1/STAT2/IRF9_complex_nucleus
sa430,IFIT3_rna,s590,STAT1/STAT2/IRF9_complex_nucleus
sa431,IFIT5_rna,s591,STAT1/STAT2/IRF9_complex_nucleus
sa432,MX1_rna,s592,STAT1/STAT2/IRF9_complex_nucleus
sa433,MX2_rna,s593,STAT1/STAT2/IRF9_complex_nucleus
sa434,IFITM1_rna,s594,STAT1/STAT2/IRF9_complex_nucleus
sa435,IFITM2_rna,s595,STAT1/STAT2/IRF9_complex_nucleus
sa436,IFITM3_rna,s596,STAT1/STAT2/IRF9_complex_nucleus
sa437,GBP2_rna,s597,(STAT1/STAT2/IRF9_complex_nucleus|STAT1 homodimer_phosphorylated)
sa438,XAF1_rna,s598,STAT1/STAT2/IRF9_complex_nucleus
sa439,IFI6_rna,s599,STAT1/STAT2/IRF9_complex_nucleus
sa440,BST2_rna,s600,STAT1/STAT2/IRF9_complex_nucleus
sa441,IFIT1_rna,s601,STAT1/STAT2/IRF9_complex_nucleus
sa442,EIF2AK2_rna,s602,STAT1/STAT2/IRF9_complex_nucleus
sa443,HLA-A_rna,s603,(STAT1/STAT2/IRF9_complex_nucleus|STAT1 homodimer_phosphorylated)
sa444,HLA-B_rna,s604,(STAT1/STAT2/IRF9_complex_nucleus|STAT1 homodimer_phosphorylated)
sa445,HLA-C_rna,s605,(STAT1/STAT2/IRF9_complex_nucleus|STAT1 homodimer_phosphorylated)
sa446,HLA-G_rna,s606,(STAT1/STAT2/IRF9_complex_nucleus|STAT1 homodimer_phosphorylated)
sa447,HLA-H_rna,s607,(STAT1/STAT2/IRF9_complex_nucleus|STAT1 homodimer_phosphorylated)
sa448,IP6K2,s608,IP6K2_rna
sa449,ISG20,s609,ISG20_rna
sa450,ADAR,s610,ADAR_rna
sa451,ISG15_Cell,s611,ISG15_rna
sa452,OAS1,s612,OAS1_rna
sa453,OAS2,s613,OAS2_rna
sa454,OAS3,s614,OAS3_rna
sa455,OASL,s615,OASL_rna
sa456,RSAD2,s616,RSAD2_rna
sa457,IFI35,s617,IFI35_rna
sa458,IFIT2,s618,IFIT2_rna
sa459,IFIT3,s619,IFIT3_rna
sa460,IFIT5,s620,IFIT5_rna
sa463,IFITM1,s623,IFITM1_rna
sa464,IFITM2,s624,IFITM2_rna
sa465,IFITM3,s625,IFITM3_rna
sa468,IFI6,s628,IFI6_rna
sa470,IFIT1,s630,IFIT1_rna
sa471,EIF2AK2,s631,EIF2AK2_rna
sa478,STAT5 homodimer_phosphorylated,s2181,STAT5A/B_phosphorylated
sa482,CISH_rna,s642,STAT5 homodimer_phosphorylated
sa483,SOCS1_rna,s643,STAT5 homodimer_phosphorylated
sa484,SOCS2_rna,s644,STAT5 homodimer_phosphorylated
sa492,IRF1_rna,s652,(STAT1 homodimer_phosphorylated|STAT1/STAT2/IRF9_complex_nucleus)
sa493,IRF5_rna,s653,(STAT1 homodimer_phosphorylated|STAT1/STAT2/IRF9_complex_nucleus)
sa494,IRF7_rna,s654,(STAT1 homodimer_phosphorylated|STAT1/STAT2/IRF9_complex_nucleus)
sa495,IRF9_rna,s655,(STAT1 homodimer_phosphorylated|STAT1/STAT2/IRF9_complex_nucleus)
sa496,IRF1_Cell,s656,IRF1_rna
sa497,IRF5_Cell,s657,IRF5_rna
sa500,MHC_Class_1_Activation_phenotype,s658,(HLA-A|HLA-B|HLA-C|HLA-G|HLA-H|TLR1/TLR2/CD14_complex|TLR2/TLR6/CD36_complex|LPS/CD14/TL4/LY96_complex|IFNA_Secreted_molecules|IFNB1_Secreted_molecules)
sa502,IFI30_rna,s661,STAT1 homodimer_phosphorylated
sa503,IFI30,s664,IFI30_rna
sa504,STAT1 homodimer_empty,s666,STAT1 homodimer_phosphorylated&PTPN2_nucleus
sa505,PTPN2_nucleus,s2182,PTPN2_Cell
sa510,HLA-DRB4_rna,s671,STAT1 homodimer_phosphorylated
sa511,HLA-DRA_rna,s672,STAT1 homodimer_phosphorylated
sa512,HLA-DQA1_rna,s673,STAT1 homodimer_phosphorylated
sa513,HLA-DQA2_rna,s674,STAT1 homodimer_phosphorylated
sa518,MHC_Class_2_Activation_phenotype,s679,(HLA-DRB4|HLA-DRA|HLA-DQA1|HLA-DQA2|IFNA_Secreted_molecules|IFNG|IFNB1_Secreted_molecules)
sa539,NCAM1_rna,s698,STAT1 homodimer_phosphorylated
sa54,JAK2_phosphorylated,s95,(IFNG/IFNGR_complex|IL12/IL12R_complex|IL6/IL6R_complex)&!SOCS1&!SOCS2&!SOCS3
sa540,PML_rna,s699,STAT1 homodimer_phosphorylated
sa541,SP100_rna,s700,STAT1 homodimer_phosphorylated
sa542,FCGR1A_rna,s701,STAT1 homodimer_phosphorylated
sa543,FCGR1BP_rna,s702,STAT1 homodimer_phosphorylated
sa544,MT2A_rna,s703,STAT1 homodimer_phosphorylated
sa545,GBP4_rna,s704,STAT1 homodimer_phosphorylated
sa546,GBP5_rna,s705,STAT1 homodimer_phosphorylated
sa547,GBP6_rna,s706,STAT1 homodimer_phosphorylated
sa548,GBP3_rna,s707,STAT1 homodimer_phosphorylated
sa549,GBP1_rna,s708,STAT1 homodimer_phosphorylated
sa550,TRIM5_rna,s709,STAT1 homodimer_phosphorylated
sa551,TRIM6_rna,s710,STAT1 homodimer_phosphorylated
sa552,TRIM14_rna,s711,STAT1 homodimer_phosphorylated
sa554,TRIM22_rna,s713,STAT1 homodimer_phosphorylated
sa555,TRIM25_rna,s714,STAT1 homodimer_phosphorylated
sa556,TRIM34_rna,s715,STAT1 homodimer_phosphorylated
sa558,NCAM1,s722,NCAM1_rna
sa559,PML,s723,PML_rna
sa562,FCGR1BP,s726,FCGR1BP_rna
sa566,MT2A,s728,MT2A_rna
sa575,TRIM5,s735,TRIM5_rna
sa576,TRIM6,s736,TRIM6_rna
sa577,TRIM14,s737,TRIM14_rna
sa578,TRIM21,s738,(STAT1 homodimer_phosphorylated|TLR3/dsRNA/PolyIC_complex)
sa579,TRIM22,s739,TRIM22_rna
sa580,TRIM25,s740,TRIM25_rna
sa581,TRIM34,s741,TRIM34_rna
sa600,TIRAP,s764,(LPS/CD14/TL4/LY96_complex|TLR1/TLR2/CD14_complex|TLR2/TLR6/CD36_complex)
sa601,EIF2AK2 homodimer,s765,((TARBP2_phosphorylated|ADAR1 homodimer|ISG15_Cell_active|LPS/CD14/TL4/LY96_complex)&EIF2AK2|EIF2AK2 homodimer)
sa602,TARBP2_phosphorylated,s766,TARBP2_phosphorylated
sa603,PTPN2_Cell,s768,PTPN2_Cell
sa604,PTPN2_phosphorylated,s769,PTPN2_Cell&EIF2AK2 homodimer
sa608,ADAR1 homodimer,s772,ADAR
sa610,MAP2K6_phosphorylated,s775,(EIF2AK2 homodimer|MAP3K5_phosphorylated|MAP3K7_phosphorylated)
sa612,STAT4 homodimer_phosphorylated,s2184,STAT4_phosphorylated
sa616,UBA7,s782,UBA7
sa621,UBE2L6,s787,UBE2L6
sa625,ISG15_Cell_active,s1504,(UBE2L6|HERC5)&ISG15_Cell&!UBA7
sa627,HERC5,s793,HERC5
sa629,flagellin_simple_molecule,s796,flagellin_simple_molecule
sa634,TICAM2,s801,LPS/CD14/TL4/LY96_complex
sa65,TNFSF13B_Extracellular_ligands,s97,TNFSF13B_Extracellular_ligands
sa66,TNFSF13,s98,TNFSF13
sa660,MAP2K3_phosphorylated,s1678,(MAP3K5_phosphorylated|MAP3K7_phosphorylated)
sa664,Regulated_Necrosis_phenotype,s848,RIPK3
sa665,RIPK1_Cell,s849,RIPK1_rna
sa668,FADD_phosphorylated,s1816,(TRADD|FASL/FASR_complex|TRAIL/TRAILR_complex|MAVS|RIPK1_Cell_active)&!RIPK3
sa671,Apoptosis_phenotype,s852,(CASP3|CASP7|LMNB1)&!GADD45B_rna&!BCL2A1_rna&!BCL2_rna&!BCL2L1_rna&!RRM2_rna&!CDKN1A_rna&!SESN1_rna
sa678,XCR1,s862,XCR1
sa68,TNFRSF13B,s100,TNFRSF13B
sa683,CXCL6,s868,CXCL6
sa686,CXCR2,s878,CXCR2
sa691,CXCL5,s879,CXCL5
sa693,CXCR3,s1748,CXCR3
sa699,CCR7,s887,CCR7
sa706,CXCL16,s894,CXCL16
sa707,C5a,s895,C5a
sa709,C3a,s897,C3a
sa711,CCL20,s898,CCL20
sa712,CCL16,s899,CCL16
sa714,CX3CL1,s901,CX3CL1
sa715,CCL19_Extracellular_ligands,s902,CCL19_Extracellular_ligands
sa716,CXCL12_Extracellular_ligands,s903,CXCL12_Extracellular_ligands
sa719,FPR2,s906,FPR2
sa757,PTK2B,s957,PTK2B
sa759,CD40,s959,CD40_rna
sa760,CD40LG,s960,CD40LG
sa778,PLCB,s985,(XCL1-XCL2/XCR1_complex|GNAI)
sa779,PTEN,s986,PTEN
sa780,AKT,s987,"PI(3,4,5)P3_simple_molecule&!PPP2R1A"
sa792,TNFSF11,s1009,TNFSF11
sa796,TNFRSF1B,s1018,TNFRSF1B
sa798,LTA,s1021,LTA
sa8,JAK1_phosphorylated,s61,(IFNA/IFNAR_complex|IFNG/IFNGR_complex|IL7/IL7R_complex|IL2/IL2R_complex|IFNB/IFNAR_complex|IL21/IL21R_complex|IL15R_complex|IL6/IL6R_complex)&!SOCS1&!PTPN6&!SOCS2&!SOCS3&!CISH
sa803,CXCL13,s1027,CXCL13
sa811,RIGI,s1041,(dsRNA_simple_molecule|TRIM25)&!ISG15_Cell&!UBE2L6
sa814,IFIH1,s1044,(dsRNA_simple_molecule|TRIM25)&!UBE2L6&!NLRC5
sa816,MAVS,s1046,(RIGI|IFIH1)&!NLRX1&!MARCHF8
sa825,IL1R1_rna,s1054,(TLR7/ssRNA_complex|CpG_DNA/TLR9_complex)
sa831,CXCL8,s1059,(TLR7/ssRNA_complex|CpG_DNA/TLR9_complex|RELA/NFKB1_complex|ICOSLG/ICOS_complex)
sa834,IL2RA,s1061,(TLR7/ssRNA_complex|CpG_DNA/TLR9_complex)
sa835,IL10,s1062,(TLR7/ssRNA_complex|CpG_DNA/TLR9_complex|AP1_complex)
sa847,dsRNA_simple_molecule,s1075,dsRNA/polyIC_simple_molecule
sa851,BAD,s1078,"MAPK8,9,10_phosphorylated&!AKT"
sa852,CASP3,s1079,(BAD|CASP8|SHISA5)&!XIAP_Cell_active&!BIRC2_Cell
sa856,TLR4_rna,s1083,!MIR145_antisense_rna
sa858,MIR145_antisense_rna,s1085,MIR145_antisense_rna
sa861,CD27,s1094,CD27
sa870,TNFSF15,s1105,TNFSF15
sa894,MAP3K14,s1142,TRAF2/TRAF3_complex
sa897,BIRC2_Cell,s1147,BIRC2_rna
sa9,TYK2_phosphorylated,s60,(IFNA/IFNAR_complex|IFNB/IFNAR_complex|IL12/IL12R_complex)&!SOCS1&!SOCS2&!SOCS3
sa906,TNFSF14,s1157,TNFSF14
sa910,LTBR,s1164,LTBR
sa911,LTB,s1166,LTB
sa961,sialic_acid_simple_molecule,s1239,sialic_acid_simple_molecule
