source_alias,relation,target_alias,source_name,target_name
sa238,POSITIVE,csa56,TRAF3,IKBKE/TBK1
csa58,POSITIVE,sa8,IL7/IL7R,JAK1
csa58,POSITIVE,sa291,IL7/IL7R,JAK3
csa63,POSITIVE,sa9,IL12/IL12R,TYK2
csa63,POSITIVE,sa54,IL12/IL12R,JAK2
csa65,POSITIVE,sa335,BCR,LYN
csa109,POSITIVE,sa1281,MTORC1,Cell_Proliferation/Survival
csa109,POSITIVE,sa1570,MTORC1,BCL2
sa798,POSITIVE,csa110,LTA,LTA/TNFR2
csa51,POSITIVE,sa122,CpG_DNA/TLR9,MYD88
csa51,POSITIVE,sa203,CpG_DNA/TLR9,IL15
csa51,POSITIVE,sa267,CpG_DNA/TLR9,IFNA
csa51,POSITIVE,sa825,CpG_DNA/TLR9,IL1R1
csa51,POSITIVE,sa831,CpG_DNA/TLR9,CXCL8
csa51,POSITIVE,sa834,CpG_DNA/TLR9,IL2RA
csa51,POSITIVE,sa835,CpG_DNA/TLR9,IL10
csa51,POSITIVE,sa1201,CpG_DNA/TLR9,CCL2
csa51,POSITIVE,sa1205,CpG_DNA/TLR9,TNFSF13B
csa51,POSITIVE,sa1316,CpG_DNA/TLR9,"MAPK8,9,10"
csa51,POSITIVE,sa1530,CpG_DNA/TLR9,"MAPK11,12,13,14"
sa219,POSITIVE,csa51,CpG_DNA,CpG_DNA/TLR9
csa158,POSITIVE,sa334,Ag/IgG/FCGR1A,SYK
csa158,POSITIVE,sa1050,Ag/IgG/FCGR1A,Phagocytosis
sa1032,POSITIVE,csa158,FCGR1A,Ag/IgG/FCGR1A
csa128,POSITIVE,csa177,MHC1/B2M/TCR,LCK/ZAP70
csa127,POSITIVE,csa128,MHC1/B2M,MHC1/B2M/TCR
csa127,POSITIVE,csa180,MHC1/B2M,MHC1/B2M/LILR
csa112,POSITIVE,csa122,CD27/CD70,TRAF2/TRAF3
sa861,POSITIVE,csa112,CD27,CD27/CD70
csa92,POSITIVE,sa1542,CXCL9-10-11/CXCR3,GNAI
sa1469,POSITIVE,csa92,CXCL10,CXCL9-10-11/CXCR3
sa1468,POSITIVE,csa92,CXCL11,CXCL9-10-11/CXCR3
csa111,POSITIVE,sa1542,CXCL13/CXCR5,GNAI
sa803,POSITIVE,csa111,CXCL13,CXCL13/CXCR5
csa103,POSITIVE,sa8,IL2/IL2R,JAK1
csa103,POSITIVE,sa291,IL2/IL2R,JAK3
csa104,POSITIVE,csa122,CD40LG/CD40,TRAF2/TRAF3
csa104,POSITIVE,sa131,CD40LG/CD40,TRAF6
csa104,POSITIVE,sa427,CD40LG/CD40,RSAD2
sa760,POSITIVE,csa104,CD40LG,CD40LG/CD40
sa759,POSITIVE,csa104,CD40,CD40LG/CD40
csa107,POSITIVE,sa8,IL6/IL6R,JAK1
csa107,POSITIVE,sa54,IL6/IL6R,JAK2
csa66,POSITIVE,sa367,Calmodulin/Ca2+,RCAN
sa362,POSITIVE,csa66,ca2,Calmodulin/Ca2+
csa72,POSITIVE,sa362,PIP3/IP3R,ca2
sa337,POSITIVE,csa72,"PI(3,4,5)P3",PIP3/IP3R
sa337,POSITIVE,sa780,"PI(3,4,5)P3",AKT
csa123,POSITIVE,csa122,LTB-TNFSF14/LTBR,TRAF2/TRAF3
sa906,POSITIVE,csa123,TNFSF14,LTB-TNFSF14/LTBR
csa100,POSITIVE,sa179,CX3CL1/CX3CR1,Lymphoid_organ_development
csa100,POSITIVE,sa269,CX3CL1/CX3CR1,PI3K
csa100,POSITIVE,sa1260,CX3CL1/CX3CR1,IFNG
csa100,POSITIVE,sa1542,CX3CL1/CX3CR1,GNAI
sa714,POSITIVE,csa100,CX3CL1,CX3CL1/CX3CR1
csa168,POSITIVE,sa1542,CCL2/CCR2,GNAI
sa1118,POSITIVE,csa168,CCL2,CCL2/CCR2
csa117,POSITIVE,csa122,BAFF-APRIL/BCMA,TRAF2/TRAF3
sa894,POSITIVE,csa39,MAP3K14,CHUK/CHUK
csa172,POSITIVE,sa1542,CCL11/CCR3,GNAI
sa1160,POSITIVE,csa172,CCL11,CCL11/CCR3
csa193,POSITIVE,sa8,IL15R,JAK1
csa193,POSITIVE,sa291,IL15R,JAK3
csa96,POSITIVE,sa1184,C5a/C5AR1,Chemotaxis/Infiltration
csa96,POSITIVE,sa1542,C5a/C5AR1,GNAI
sa707,POSITIVE,csa96,C5a,C5a/C5AR1
csa195,POSITIVE,sa122,IL1R,MYD88
sa1395,POSITIVE,csa195,IL1,IL1R
sa1396,POSITIVE,csa195,IL1R1,IL1R
csa125,POSITIVE,sa1321,VCAM/ITGA4/ITGB1,PTK2
csa170,POSITIVE,sa1542,CCL5/CCR5,GNAI
sa1126,POSITIVE,csa170,CCL5,CCL5/CCR5
csa169,POSITIVE,sa8,IL21/IL21R,JAK1
csa169,POSITIVE,sa291,IL21/IL21R,JAK3
csa169,POSITIVE,sa1301,IL21/IL21R,SHC1
csa171,POSITIVE,sa831,ICOSLG/ICOS,CXCL8
csa171,POSITIVE,sa1151,ICOSLG/ICOS,IL6
csa171,POSITIVE,sa1265,ICOSLG/ICOS,TNF
sa1141,POSITIVE,csa171,ICOSLG,ICOSLG/ICOS
csa49,POSITIVE,sa122,TLR7/ssRNA,MYD88
csa49,POSITIVE,sa203,TLR7/ssRNA,IL15
csa49,POSITIVE,sa267,TLR7/ssRNA,IFNA
csa49,POSITIVE,sa427,TLR7/ssRNA,RSAD2
csa49,POSITIVE,sa825,TLR7/ssRNA,IL1R1
csa49,POSITIVE,sa831,TLR7/ssRNA,CXCL8
csa49,POSITIVE,sa834,TLR7/ssRNA,IL2RA
csa49,POSITIVE,sa835,TLR7/ssRNA,IL10
csa49,POSITIVE,sa1201,TLR7/ssRNA,CCL2
sa1447,POSITIVE,csa49,LAMP3,TLR7/ssRNA
csa122,POSITIVE,sa894,TRAF2/TRAF3,MAP3K14
csa71,POSITIVE,csa122,TNF/TNFR2,TRAF2/TRAF3
sa897,NEGATIVE,csa122,BIRC2,TRAF2/TRAF3
sa897,NEGATIVE,sa852,BIRC2,CASP3
sa897,NEGATIVE,sa1384,BIRC2,CASP7
sa897,POSITIVE,sa1608,BIRC2,BIRC2
csa177,POSITIVE,sa1296,LCK/ZAP70,LAT
sa1154,NEGATIVE,csa177,PTPN6,LCK/ZAP70
sa1154,NEGATIVE,sa8,PTPN6,JAK1
sa1154,NEGATIVE,sa269,PTPN6,PI3K
sa1154,NEGATIVE,sa334,PTPN6,SYK
sa1154,NEGATIVE,sa342,PTPN6,BTK
csa185,POSITIVE,csa187,TGF/TGFBR1,SMAD2/SMAD3
csa185,POSITIVE,sa1336,TGF/TGFBR1,DAXX
sa1355,POSITIVE,csa185,TGFB1,TGF/TGFBR1
csa187,POSITIVE,csa189,SMAD2/SMAD3,SMAD2/SMAD3/SMAD4
csa189,POSITIVE,sa1371,SMAD2/SMAD3/SMAD4,SNAI1
csa115,POSITIVE,sa1345,TNFSF15/TNFRSF25,TRADD
sa870,POSITIVE,csa115,TNFSF15,TNFSF15/TNFRSF25
csa181,POSITIVE,sa668,FASL/FASR,FADD
csa181,POSITIVE,sa1336,FASL/FASR,DAXX
sa1323,POSITIVE,csa181,FASLG,FASL/FASR
sa1322,POSITIVE,csa181,FAS,FASL/FASR
csa180,NEGATIVE,sa334,MHC1/B2M/LILR,SYK
csa180,POSITIVE,sa1279,MHC1/B2M/LILR,MAPK3
csa180,POSITIVE,sa1316,MHC1/B2M/LILR,"MAPK8,9,10"
sa1237,POSITIVE,csa197,PRKC,CARD11/BCL10/MALT1
csa198,POSITIVE,sa835,AP1,IL10
csa198,POSITIVE,sa1260,AP1,IFNG
csa198,POSITIVE,sa1265,AP1,TNF
csa198,POSITIVE,sa1509,AP1,IL2
csa198,POSITIVE,sa1510,AP1,IL4
csa198,POSITIVE,sa1511,AP1,IL5
csa198,POSITIVE,sa1512,AP1,CSF2
sa1243,POSITIVE,csa198,JUN,AP1
sa1244,POSITIVE,csa198,FOS,AP1
sa102,NEGATIVE,csa35,TNFAIP3,NFKB1/RELA
sa102,NEGATIVE,sa131,TNFAIP3,TRAF6
sa102,NEGATIVE,sa1686,TNFAIP3,RIPK3
sa1761,NEGATIVE,csa35,NFKBIA,NFKB1/RELA
sa140,POSITIVE,csa35,NFKB1,NFKB1/RELA
csa200,POSITIVE,sa668,TRAIL/TRAILR,FADD
csa200,POSITIVE,sa1685,TRAIL/TRAILR,RIPK1
sa1595,POSITIVE,csa200,TNFSF10,TRAIL/TRAILR
sa1596,POSITIVE,csa200,"TNFRSF10A,B",TRAIL/TRAILR
sa1705,POSITIVE,csa201,VEGFA,VEGFA/VEGFR2
csa203,POSITIVE,sa1302,FLT3LG/FLT3,GRB2
sa1717,POSITIVE,csa203,FLT3LG,FLT3LG/FLT3
sa495,POSITIVE,sa16,IRF9,IRF9
sa9,POSITIVE,sa20,TYK2,STAT1
sa9,POSITIVE,sa21,TYK2,STAT2
sa383,NEGATIVE,sa9,SOCS1,TYK2
sa383,NEGATIVE,sa8,SOCS1,JAK1
sa383,NEGATIVE,sa54,SOCS1,JAK2
sa383,NEGATIVE,sa291,SOCS1,JAK3
sa1259,NEGATIVE,sa9,SOCS2,TYK2
sa1259,NEGATIVE,sa8,SOCS2,JAK1
sa1259,NEGATIVE,sa54,SOCS2,JAK2
sa1259,NEGATIVE,sa291,SOCS2,JAK3
sa1258,NEGATIVE,sa9,SOCS3,TYK2
sa1258,NEGATIVE,sa8,SOCS3,JAK1
sa1258,NEGATIVE,sa54,SOCS3,JAK2
sa1258,NEGATIVE,sa291,SOCS3,JAK3
sa8,POSITIVE,sa20,JAK1,STAT1
sa1682,NEGATIVE,sa8,CISH,JAK1
sa54,POSITIVE,sa317,JAK2,STAT4
sa54,POSITIVE,sa1768,JAK2,STAT3
sa100,POSITIVE,sa102,TNFAIP3,TNFAIP3
sa452,POSITIVE,sa105,OAS1,Inflammation
sa453,POSITIVE,sa105,OAS2,Inflammation
sa454,POSITIVE,sa105,OAS3,Inflammation
sa455,POSITIVE,sa105,OASL,Inflammation
sa449,POSITIVE,sa105,ISG20,Inflammation
sa203,POSITIVE,sa105,IL15,Inflammation
sa203,POSITIVE,sa301,IL15,T_Cell_Activation/Differentiation
sa1190,POSITIVE,sa105,IL23A,Inflammation
sa578,POSITIVE,sa105,TRIM21,Inflammation
sa1265,POSITIVE,sa105,TNF,Inflammation
sa463,POSITIVE,sa105,IFITM1,Inflammation
sa464,POSITIVE,sa105,IFITM2,Inflammation
sa465,POSITIVE,sa105,IFITM3,Inflammation
sa468,POSITIVE,sa105,IFI6,Inflammation
sa470,POSITIVE,sa105,IFIT1,Inflammation
sa458,POSITIVE,sa105,IFIT2,Inflammation
sa459,POSITIVE,sa105,IFIT3,Inflammation
sa460,POSITIVE,sa105,IFIT5,Inflammation
sa457,POSITIVE,sa105,IFI35,Inflammation
sa503,POSITIVE,sa105,IFI30,Inflammation
sa575,POSITIVE,sa105,TRIM5,Inflammation
sa576,POSITIVE,sa105,TRIM6,Inflammation
sa577,POSITIVE,sa105,TRIM14,Inflammation
sa579,POSITIVE,sa105,TRIM22,Inflammation
sa581,POSITIVE,sa105,TRIM34,Inflammation
sa267,POSITIVE,sa105,IFNA,Inflammation
sa267,POSITIVE,sa500,IFNA,MHC_Class_1_Activation
sa267,POSITIVE,sa518,IFNA,MHC_Class_2_Activation
sa268,POSITIVE,sa105,IFNB1,Inflammation
sa268,POSITIVE,sa500,IFNB1,MHC_Class_1_Activation
sa268,POSITIVE,sa518,IFNB1,MHC_Class_2_Activation
sa1260,POSITIVE,sa105,IFNG,Inflammation
sa1260,POSITIVE,sa518,IFNG,MHC_Class_2_Activation
sa562,POSITIVE,sa105,FCGR1BP,Inflammation
sa1604,POSITIVE,sa105,CXCL12,Inflammation
sa1604,POSITIVE,sa1184,CXCL12,Chemotaxis/Infiltration
sa1603,POSITIVE,sa105,IL1B,Inflammation
sa1603,POSITIVE,sa301,IL1B,T_Cell_Activation/Differentiation
sa1603,POSITIVE,sa373,IL1B,B_Cell_Activation/Survival
sa1602,POSITIVE,sa105,PTGS2,Inflammation
sa1510,POSITIVE,sa105,IL4,Inflammation
sa1510,POSITIVE,sa301,IL4,T_Cell_Activation/Differentiation
sa1510,POSITIVE,sa373,IL4,B_Cell_Activation/Survival
sa422,POSITIVE,sa105,ISG15,Inflammation
sa422,POSITIVE,sa451,ISG15,ISG15
sa1509,POSITIVE,sa105,IL2,Inflammation
sa1509,POSITIVE,sa301,IL2,T_Cell_Activation/Differentiation
sa1509,POSITIVE,sa373,IL2,B_Cell_Activation/Survival
sa1509,POSITIVE,sa1281,IL2,Cell_Proliferation/Survival
sa1512,POSITIVE,sa105,CSF2,Inflammation
sa1512,POSITIVE,sa1281,CSF2,Cell_Proliferation/Survival
sa1151,POSITIVE,sa105,IL6,Inflammation
sa1189,POSITIVE,sa105,IL17A,Inflammation
sa1189,POSITIVE,sa1184,IL17A,Chemotaxis/Infiltration
sa1599,POSITIVE,sa105,CXCL2,Inflammation
sa1599,POSITIVE,sa1703,CXCL2,Angiogenesis
sa835,POSITIVE,sa105,IL10,Inflammation
sa835,POSITIVE,sa373,IL10,B_Cell_Activation/Survival
sa1200,POSITIVE,sa105,IL12,Inflammation
sa1200,POSITIVE,sa301,IL12,T_Cell_Activation/Differentiation
sa1600,POSITIVE,sa105,CXCL3,Inflammation
sa1600,POSITIVE,sa1184,CXCL3,Chemotaxis/Infiltration
sa831,POSITIVE,sa105,CXCL8,Inflammation
sa831,POSITIVE,sa1184,CXCL8,Chemotaxis/Infiltration
sa1763,POSITIVE,sa105,CCL3,Inflammation
sa1763,POSITIVE,sa1184,CCL3,Chemotaxis/Infiltration
sa1764,POSITIVE,sa105,CCL4,Inflammation
sa1764,POSITIVE,sa1184,CCL4,Chemotaxis/Infiltration
sa600,POSITIVE,sa122,TIRAP,MYD88
sa241,POSITIVE,sa131,TICAM1,TRAF6
sa241,POSITIVE,sa238,TICAM1,TRAF3
sa241,POSITIVE,sa1685,TICAM1,RIPK1
sa222,POSITIVE,sa225,IRF7,IRF7
sa494,POSITIVE,sa222,IRF7,IRF7
sa225,POSITIVE,sa267,IRF7,IFNA
sa225,POSITIVE,sa268,IRF7,IFNB1
sa816,POSITIVE,sa238,MAVS,TRAF3
sa816,POSITIVE,sa668,MAVS,FADD
sa634,POSITIVE,sa241,TICAM2,TICAM1
sa223,POSITIVE,sa267,IRF3,IFNA
sa223,POSITIVE,sa1180,IRF3,CD40
sa223,POSITIVE,sa1190,IRF3,IL23A
sa223,POSITIVE,sa1452,IRF3,"CD80,86"
sa1473,POSITIVE,sa267,IRF5,IFNA
sa1473,POSITIVE,sa268,IRF5,IFNB1
sa1473,POSITIVE,sa1202,IRF5,CCL5
sa1473,POSITIVE,sa1763,IRF5,CCL3
sa1473,POSITIVE,sa1764,IRF5,CCL4
sa1474,POSITIVE,sa268,IRF1,IFNB1
sa269,POSITIVE,sa337,PI3K,"PI(3,4,5)P3"
sa269,POSITIVE,sa347,PI3K,DAG
sa1321,POSITIVE,sa269,PTK2,PI3K
sa291,POSITIVE,sa297,JAK3,STAT5A/B
sa297,POSITIVE,sa478,STAT5A/B,STAT5 homodimer
sa303,POSITIVE,sa301,TOX,T_Cell_Activation/Differentiation
sa1180,POSITIVE,sa301,CD40,T_Cell_Activation/Differentiation
sa1180,POSITIVE,sa759,CD40,CD40
sa1725,POSITIVE,sa301,"CD80,86",T_Cell_Activation/Differentiation
